Review_Positivity_Rate,Review_Total_Negative_Word_Counts,Review_Total_Positive_Word_Counts
72.093,12,31
35,13,7
23.6842,29,9
74.2857,9,26
86.0465,6,37
20,36,9
56.5217,30,39
78.9474,8,30
20.8333,38,10
50.303,82,83
6.34921,118,8
100,0,59
58.6207,12,17
46.875,17,15
31.4815,37,17
72.8571,19,51
88.4615,3,23
72.7273,18,48
85.1852,4,23
67.8571,27,57
79.6875,13,51
62.5,30,50
17.3077,172,36
80,7,28
81.4815,5,22
37.9747,49,30
25.641,29,10
50,25,25
68.9655,27,60
17.3077,86,18
21.2121,78,21
87.8788,4,29
55.2632,17,21
26.3158,28,10
27.907,31,12
31.8841,47,22
54.5455,25,30
82,9,41
87.8049,5,36
26.3158,56,20
50,26,26
80.4348,9,37
23.4043,72,22
55.0725,31,38
64.7059,18,33
5.61798,84,5
5.65371,267,16
19.4444,29,7
45.283,58,48
27.972,103,40
7.31707,38,3
68,8,17
77.9141,36,127
95.6044,4,87
65.7895,13,25
11.1111,32,4
63.1579,14,24
0,227,0
18.2692,85,19
55,27,33
89.3617,5,42
39.4366,43,28
27.2727,72,27
30.3571,39,17
33.3333,26,13
32.8125,43,21
56.25,21,27
48.7179,40,38
100,0,69
84.8485,5,28
4.61538,62,3
48.5149,52,49
8.84956,103,10
45.4545,24,20
86.8421,10,66
67.5325,25,52
44.5783,46,37
36.7647,43,25
18.3673,40,9
22.1311,95,27
77.7778,10,35
38.0435,57,35
23.3333,23,7
90.4762,6,57
22.0339,46,13
64.2857,25,45
72.3077,18,47
58.9286,23,33
11.5942,61,8
8.93855,163,16
4.13223,116,5
10.5263,34,4
15,34,6
52.2727,21,23
50,38,38
5.08475,56,3
42.8571,24,18
6.89655,54,4
13.5135,64,10
58.9744,16,23
93.3333,4,56
100,0,58
23.9583,73,23
75,12,36
55.102,22,27
27.7108,60,23
25,57,19
53.5714,39,45
66.6667,18,36
24.6154,49,16
86.8421,5,33
58.2278,33,46
80,9,36
15.7895,80,15
71.4286,14,35
46.1538,28,24
89.2857,3,25
29.1866,148,61
100,0,132
7.14286,26,2
23.3333,184,56
55,18,22
61.1111,14,22
27.8689,44,17
18.75,52,12
39.3443,37,24
37.5,30,18
52.381,20,22
20.3125,51,13
36.8794,178,104
15.3846,44,8
74,13,37
61.2245,19,30
11.1111,56,7
77.5,9,31
78.4314,11,40
48,39,36
76.1905,10,32
94.2529,5,82
78.2609,5,18
29.2683,29,12
0,50,0
20.1754,91,23
85,6,34
81.0289,59,252
35.5556,29,16
33.3333,32,16
6.70732,153,11
92,4,46
45.4545,30,25
36.4865,94,54
31.0345,40,18
79.3103,12,46
24,38,12
87.5,6,42
52.6882,44,49
68.4685,35,76
3.125,124,4
28.4848,118,47
74.359,10,29
17.8082,60,13
38.7097,19,12
45.4545,36,30
14.2857,42,7
76.1905,15,48
100,0,66
33.7748,100,51
4.41176,65,3
71.1111,13,32
18.1818,81,18
62.7119,22,37
48.8372,22,21
51.5152,32,34
97.6744,2,84
96,4,96
21.6667,47,13
82,18,82
33.8983,39,20
65.2174,24,45
100,0,82
70,18,42
17.9487,32,7
32.6316,64,31
89.5833,5,43
88.6364,5,39
42.268,56,41
91.6667,3,33
56,22,28
93.3333,6,84
32.6087,62,30
47.1429,37,33
57.6271,25,34
40.3226,37,25
84.9057,8,45
39.5349,26,17
5.55556,51,3
100,0,76
4.25532,45,2
4,48,2
57.4468,20,27
14.1176,73,12
33.3333,46,23
0,65,0
60,26,39
31.2883,112,51
40.625,38,26
0,43,0
35.8974,25,14
54.5455,10,12
19.6721,49,12
10.7143,25,3
24.5455,83,27
83.3333,3,15
69.697,10,23
61.1111,21,33
41.9355,36,26
35.4839,40,22
65,21,39
38.0952,26,16
37.8788,41,25
58.3333,20,28
44.6809,52,42
21.6216,87,24
100,0,67
28.3784,53,21
70.8333,14,34
71.875,9,23
44.0678,33,26
33.0435,77,38
20.4082,39,10
33.3333,34,17
26,37,13
15.7895,48,9
18.5714,57,13
3.82514,176,7
60.7595,31,48
37.2093,27,16
9.85915,64,7
56,33,42
86.6667,8,52
68.6567,21,46
8.95522,61,6
77.7778,12,42
0,70,0
46.3768,37,32
33.8235,45,23
29.0909,39,16
22.2222,28,8
23.2877,56,17
16.6667,25,5
13.5135,32,5
36.8421,60,35
14.7059,58,10
80,25,100
18.9873,64,15
8.43373,76,7
74.4681,12,35
78.4615,14,51
7.27273,51,4
48,26,24
68.75,10,22
46.875,34,30
74.1936,16,46
10,108,12
26.3158,42,15
58.9552,55,79
0,53,0
14.5631,88,15
30.5085,41,18
71.6216,21,53
32.5581,29,14
51.3889,35,37
36.8056,91,53
47.619,33,30
36.7089,50,29
16.6667,35,7
17.6471,42,9
34.8837,56,30
37,63,37
15.2941,72,13
5.35714,53,3
41.3793,34,24
23.4234,85,26
19.403,54,13
8.33333,77,7
4.08163,47,2
50,33,33
89.3617,10,84
47.2222,19,17
85,3,17
52.7273,26,29
69.1057,38,85
52.7559,60,67
95.3846,6,124
76.9911,26,87
8.87097,113,11
38.4615,88,55
22.5434,134,39
45.0704,39,32
38.961,47,30
14.433,83,14
63.8298,17,30
31.25,33,15
5.97015,126,8
12.8571,61,9
34.0909,29,15
59.1241,56,81
18.3099,58,13
13.4831,77,12
7.95455,81,7
21.0938,101,27
9.09091,30,3
20.2532,63,16
34.6667,49,26
78.5714,24,88
65.8537,14,27
15.2778,61,11
67.6056,23,48
55.6962,35,44
11.1111,48,6
65.9574,16,31
65.2174,16,30
39.5833,29,19
60,28,42
64.7059,12,22
22.6415,41,12
17.6471,56,12
9.87654,73,8
0,78,0
50,37,37
46.0938,69,59
97.4026,2,75
28.8889,64,26
9.7561,74,8
67.5,26,54
87.2093,11,75
70.6897,17,41
94.6903,6,107
32.7586,39,19
29.5337,136,57
13.0952,73,11
63.3333,11,19
65.3846,18,34
82.2917,17,79
66.6667,12,24
81.3333,14,61
66.0377,18,35
0,123,0
24.5283,40,13
63.4921,23,40
88.4444,26,199
53.1915,44,50
54,23,27
43.75,27,21
1.57895,187,3
14.0187,92,15
16.6667,45,9
31.7073,84,39
86.6667,6,39
44.8718,43,35
28.2353,122,48
93.2584,6,83
100,0,86
0,37,0
16.6667,50,10
55.5556,52,65
70.4225,21,50
12.1212,29,4
10.8911,90,11
56.6038,23,30
9.375,87,9
3.22581,60,2
96.1039,3,74
6.0241,78,5
72.0588,19,49
83.871,10,52
50,20,20
80,4,16
51.6483,44,47
35.7143,27,15
37.7778,28,17
83.3333,5,25
14.6341,105,18
4.30107,89,4
72.7273,27,72
67.4419,14,29
57.0175,49,65
0,129,0
16.6667,90,18
11.0092,97,12
25.4237,44,15
7.44681,87,7
87.3563,11,76
61.5385,10,16
19.6429,45,11
16.2791,72,14
57.7778,19,26
63.2653,54,93
47.619,22,20
79.4118,14,54
81.0811,7,30
86.2069,4,25
2.75229,106,3
44.898,27,22
58.7302,26,37
39.8058,62,41
3.77358,51,2
20,40,10
4.16667,69,3
8.40336,109,10
44.186,24,19
85.6115,20,119
95,3,57
56.1404,25,32
71.1864,34,84
34.6303,168,89
76.1194,16,51
50.6173,40,41
20.6897,345,90
5.88235,96,6
17.3913,95,20
9.09091,40,4
48.4848,34,32
7.54717,98,8
50,27,27
21.0227,139,37
34.375,42,22
14.2857,36,6
7.59494,73,6
95.2381,2,40
48.5714,18,17
27.4725,66,25
52.4752,48,53
15.493,60,11
4.7619,40,2
89.8305,6,53
0,49,0
0,83,0
11.6505,182,24
42.1053,33,24
45.6522,50,42
17.6471,70,15
100,0,127
40,84,56
50.7692,32,33
16,21,4
82.4742,17,80
26.8519,79,29
87.7551,6,43
28.9474,27,11
57.7586,49,67
76.4706,8,26
82.5,7,33
9.67742,56,6
32.7273,37,18
48.3333,31,29
0,347,0
42.3729,34,25
7.40741,75,6
44.2857,39,31
21.6216,58,16
52.459,29,32
40,24,16
16.8224,89,18
10.8696,41,5
96.9231,2,63
29.9145,82,35
20.4301,74,19
34.1463,54,28
11.1111,40,5
4.08163,94,4
52.8302,25,28
23.8938,86,27
37.037,34,20
75.8621,14,44
90.3226,3,28
68,32,68
94.7368,2,36
0,46,0
26.6667,33,12
57.4257,43,58
27.3684,69,26
32.5397,85,41
62.6506,31,52
54.717,24,29
73.4375,17,47
39.6825,38,25
6.12245,46,3
77.5,18,62
72.7273,15,40
9.25926,49,5
27.7778,39,15
8.62069,53,5
83.7838,6,31
61.9565,35,57
33.9623,35,18
38.0282,44,27
13.7203,327,52
100,0,185
27.1605,177,66
2.01005,195,4
20.3704,129,33
80.6452,12,50
100,0,123
0,76,0
90.4762,4,38
35.1852,35,19
62.1622,28,46
90.8046,8,79
75.3846,16,49
6.52174,86,6
0,55,0
29.7297,52,22
18.9655,47,11
53.75,37,43
39.9177,146,97
55.3846,29,36
69.0476,65,145
91.5094,18,194
16.0714,94,18
3.07692,63,2
8.04598,80,7
68,24,51
22.9508,47,14
70.9677,18,44
43.1034,33,25
69.0476,13,29
100,0,121
72.5,11,29
86.2745,7,44
0,181,0
87.5,3,21
100,0,116
68.5714,11,24
5.55556,102,6
56.7568,16,21
63.2353,25,43
77.0833,11,37
26.3636,81,29
36.3636,28,16
70.3125,19,45
13.8614,87,14
42.6667,43,32
6.66667,84,6
21.3592,81,22
95.4545,2,42
7.43802,112,9
19.697,53,13
44.3223,152,121
88.5057,10,77
11.8812,89,12
22,39,11
91.9355,5,57
92.7273,4,51
55.5556,16,20
10.5263,68,8
100,0,115
24.2857,53,17
8.86076,72,7
0,52,0
65.3846,9,17
100,0,103
14.2857,66,11
19.2308,63,15
17.6471,84,18
36.6197,45,26
36.4865,47,27
81.0384,84,359
7.01754,53,4
67.7966,19,40
59.2593,22,32
4.94506,173,9
50,44,44
7.65027,169,14
77.2277,23,78
52.2523,53,58
68.75,15,33
6.89655,27,2
60.6061,26,40
28.9474,54,22
10.1562,115,13
28.2443,94,37
47.9167,25,23
53.7313,62,72
85.9649,8,49
16.8675,69,14
1.43885,137,2
53.8462,48,56
63.6364,16,28
50,30,30
96.875,3,93
26.4368,64,23
12.9412,74,11
77.381,19,65
28.125,23,9
12.1951,36,5
42.0635,73,53
22.9885,67,20
30,28,12
30.137,51,22
17.1717,82,17
54.1667,22,26
56.8627,22,29
5.71429,66,4
4.06504,118,5
25.2427,77,26
53.6585,19,22
13.4615,90,14
75,10,30
26.0274,54,19
24.4094,96,31
39.2523,65,42
46.9388,52,46
72.4138,16,42
3.84615,75,3
78.0488,9,32
83.908,14,73
41.5493,83,59
55.7143,31,39
21.4286,33,9
70.2128,56,132
75.6098,10,31
34,66,34
64.1509,19,34
45.4545,42,35
8.69565,42,4
87.5,5,35
52.6316,27,30
49.2958,36,35
80.8824,13,55
56.9767,37,49
26.4151,39,14
31.1111,31,14
44.2623,34,27
33.3333,48,24
73.4177,21,58
22.449,38,11
36.5385,33,19
87.234,6,41
11.7647,60,8
96,2,48
70.3704,8,19
53.3898,55,63
96.7213,2,59
83.5821,11,56
0,166,0
2.85714,102,3
68.5185,34,74
86.3636,3,19
33.6283,75,38
97.2477,3,106
74.5763,15,44
31.7857,191,89
100,0,92
46.1538,35,30
53.1532,52,59
28.8136,42,17
56.3218,38,49
13.0435,60,9
33.3333,40,20
26.3736,67,24
72.2222,10,26
94.4828,8,137
78.1818,12,43
5.66038,50,3
48.4375,33,31
40.9836,36,25
63.4615,19,33
2.8169,69,2
100,0,369
5.26316,126,7
37.931,54,33
8.7886,384,37
74.5098,13,38
4.81928,158,8
62.5,15,25
80.4878,8,33
83.6735,8,41
42.3358,79,58
45.9184,53,45
11.1111,64,8
51.2821,19,20
22.9167,74,22
82.9787,16,78
52.8926,57,64
41.6667,35,25
86.3636,12,76
48.8372,44,42
50.5747,43,44
32.6923,35,17
0,128,0
58.3333,30,42
21.875,75,21
89.2308,7,58
41.8919,43,31
45.9016,33,28
20.7547,126,33
55.0459,49,60
92.1569,4,47
80.9524,8,34
46.5753,39,34
94.382,5,84
24.1935,47,15
2.58621,113,3
40.796,119,82
73.1707,11,30
95.4198,6,125
55.5556,20,25
85.4545,8,47
57.1429,42,56
100,0,95
14.8936,40,7
31.3953,59,27
85.3659,6,35
38.8889,33,21
33.9623,70,36
6.06061,31,2
58.8235,28,40
13.8462,56,9
71.6981,15,38
2.43902,120,3
29.2308,46,19
51.9481,37,40
65.9091,15,29
8.10811,102,9
45.1613,34,28
65.7143,12,23
35.6436,65,36
68.4211,24,52
25.5814,32,11
75.5556,11,34
51.1628,21,22
9.1954,79,8
3.84615,50,2
100,0,267
41.129,73,51
18.9474,77,18
85.2941,5,29
29.0323,44,18
50,21,21
68.9655,18,40
17.8808,124,27
61.7486,70,113
5.76923,49,3
37.2881,37,22
50.8772,28,29
14.5161,53,9
82.1429,10,46
50.3937,63,64
48.1481,42,39
45.0549,50,41
53.125,30,34
7.31707,76,6
29.4118,24,10
77.2152,18,61
10.3448,26,3
51.7544,55,59
22.1106,155,44
31.4286,48,22
55.5556,44,55
30.8725,103,46
15.4303,285,52
76,24,76
8.48485,151,14
100,0,75
5.13699,277,15
68.75,20,44
26.087,68,24
32.7273,74,36
100,0,81
94.2857,2,33
30.5556,50,22
15.1163,146,26
3.15789,92,3
3.44828,196,7
100,0,84
98.6047,3,212
74.359,20,58
22.6804,75,22
67.3913,15,31
91.0448,6,61
37.7778,56,34
8.88889,82,8
92.7481,19,243
78.5714,15,55
41.5385,114,81
16.9014,59,12
19.1667,97,23
30.2521,83,36
58.8235,21,30
13.1579,33,5
44.4444,45,36
44.4444,50,40
32.5581,58,28
8.33333,165,15
29.8387,87,37
23.8095,32,10
0,108,0
58.8889,37,53
27.2727,40,15
95.7447,2,45
100,0,145
6.77966,55,4
56.7164,29,38
80.303,13,53
68.0851,15,32
93.8931,8,123
33.6364,73,37
71.7949,11,28
30.2083,67,29
94.3396,3,50
90.7692,12,118
40,48,32
6.25,75,5
92.3077,3,36
13.1148,53,8
79.4118,7,27
11.0169,105,13
40.4762,25,17
1.65746,178,3
44.3038,44,35
67.7419,20,42
22.2222,42,12
34.2466,48,25
49.6183,66,65
13.3929,97,15
88.7097,7,55
60.8696,18,28
81.0345,11,47
23.4568,62,19
2.5,78,2
100,0,156
33.3333,36,18
44.6429,31,25
5.12821,74,4
12,44,6
17.1875,53,11
24.2424,50,16
18.4615,53,12
50.6667,37,38
77.7778,8,28
24.8485,124,41
35.9477,98,55
1.76991,111,2
5,38,2
12.7907,75,11
52.0833,23,25
62.1212,25,41
78.9474,24,90
75.4717,13,40
44.5378,66,53
15.4839,131,24
46.6667,32,28
17.1429,87,18
50.9091,54,56
29.1262,73,30
85.7143,4,24
41.2017,137,96
10,27,3
60.5263,30,46
42.8571,48,36
55.5556,32,40
100,0,134
49.4382,45,44
89.781,14,123
13.8298,81,13
47.8723,49,45
88.0952,5,37
37.5,70,42
54.5455,30,36
6.55738,57,4
53.7313,31,36
50,32,32
49.3671,40,39
69.6682,64,147
0,149,0
76.0417,23,73
17.6991,186,40
83.7209,14,72
96.1538,2,50
34.5679,53,28
76.9231,9,30
85.1852,8,46
76.3636,13,42
45.3608,53,44
40,33,22
86.5672,9,58
3.50877,110,4
59.3023,35,51
30.1887,74,32
49.4506,92,90
64.7887,25,46
30.2326,60,26
100,0,254
10.3448,52,6
30.5263,66,29
10.1124,160,18
6.52174,129,9
29.4118,36,15
68.2927,13,28
21.25,63,17
88.8889,5,40
94.2308,3,49
75,17,51
50.8197,30,31
63.3333,33,57
41.5385,38,27
95.4545,3,63
61.0169,23,36
73.2143,15,41
83.3333,8,40
10,81,9
29.4118,60,25
94.3182,5,83
32.0755,36,17
52.7027,35,39
89.1892,4,33
100,0,97
40.2778,43,29
20.339,47,12
5.26316,54,3
64.0625,23,41
58.0645,52,72
23.2143,86,26
28.7356,62,25
20,100,25
20.2381,67,17
32.0988,55,26
62.0253,30,49
8.13008,113,10
77.7778,22,77
75.4098,15,46
27.2727,32,12
98.6667,2,148
38.7097,57,36
73.4694,13,36
23.0769,90,27
51.25,39,41
18.5185,44,10
25.5319,70,24
73.6842,10,28
6.94444,67,5
77.0833,22,74
35.2273,57,31
44.8276,32,26
23.5294,26,8
95.6522,3,66
0,81,0
85.7143,7,42
28.169,51,20
0,94,0
62.6866,25,42
12.5,98,14
16.4835,76,15
10,72,8
64.4295,53,96
27.5862,63,24
83.4646,21,106
24.5902,46,15
60.3774,21,32
65.7143,24,46
17.4419,71,15
76.5625,15,49
18.1818,45,10
13.2812,111,17
31.1111,62,28
79.0698,18,68
48.7395,61,58
3.48837,166,6
9.13978,169,17
25.9259,140,49
37.8947,59,36
96.9697,3,96
44.5652,51,41
0,68,0
9.09091,70,7
94.1176,8,128
5.31915,89,5
14.9254,114,20
72.7273,21,56
16.6667,40,8
14.5455,47,8
39.759,50,33
50.8772,56,58
71.0843,24,59
11.3402,86,11
10.1695,53,6
36.3636,42,24
15.625,54,10
3.79747,76,3
33.6538,69,35
53.5948,71,82
0,235,0
30.4762,73,32
30.7692,45,20
32,34,16
11.1111,120,15
6.84932,136,10
33.8462,43,22
66.6667,19,38
3.80952,101,4
39.3701,77,50
27.1429,51,19
50.9091,27,28
54.9296,32,39
31.8182,45,21
30.2632,53,23
91.8033,5,56
10.9756,73,9
21.9512,64,18
32.2034,80,38
30.0885,79,34
40.9091,52,36
14.4444,154,26
57.6923,22,30
56.0606,29,37
100,0,91
22.5352,55,16
13,87,13
69.4444,22,50
29.1667,51,21
0,56,0
38,31,19
25,24,8
2.5,156,4
21.2121,52,14
60.2151,37,56
10.4167,43,5
42.8571,32,24
57.4713,37,50
51.6129,30,32
30.8511,65,29
55.1282,35,43
52.5641,37,41
45.7143,38,32
55.2239,60,74
33.7662,51,26
35.4167,62,34
8.49057,97,9
37.0968,39,23
44.9275,114,93
52,24,26
10,54,6
6.14035,107,7
18.8406,56,13
78.5714,12,44
52.1277,45,49
54.6875,29,35
77.3585,12,41
32.6923,70,34
90.2439,4,37
3.27869,59,2
6.57895,71,5
54.0984,28,33
8.97436,71,7
48.1928,43,40
100,0,118
4.83092,197,10
16,84,16
88.5714,4,31
63.1579,21,36
12.4528,232,33
41.7722,46,33
71.9101,25,64
73.6111,19,53
35.0877,111,60
63.3588,48,83
4.7619,120,6
1.80995,217,4
10.4348,103,12
32.8947,153,75
55.2147,73,90
100,0,100
12.2807,50,7
7.14286,130,10
0.917431,216,2
49.0566,54,52
15.6863,43,8
80.2632,15,61
25.8621,43,15
45,33,27
16.2162,62,12
19.7531,65,16
11.6279,76,10
0,184,0
96.875,2,62
17.3333,62,13
60.4396,36,55
66.6667,31,62
25,60,20
88.5246,7,54
82.5397,11,52
62.963,20,34
64.5833,17,31
26.6055,80,29
10.2564,70,8
22.0588,53,15
8.57143,96,9
53.9683,29,34
24.3243,56,18
95.1219,2,39
21.6981,83,23
80.3922,10,41
5.03979,358,19
21.4286,44,12
14.4737,65,11
5,57,3
26.5625,47,17
41.0256,23,16
13.9785,80,13
50.6849,36,37
25,30,10
30.8271,92,41
56.1404,50,64
54.4554,46,55
35.3846,42,23
33.9286,37,19
16.4609,203,40
100,0,151
40.5594,85,58
100,0,111
12.963,47,7
91.8919,6,68
89.3333,8,67
63.6364,12,21
28.1553,74,29
56.3636,24,31
85.2459,9,52
90.6667,7,68
45.5882,37,31
89.4737,6,51
26.5823,58,21
90.6977,8,78
60,18,27
54.4118,31,37
17.0588,141,29
86.6667,4,26
2.43902,80,2
24.3056,109,35
1.23457,160,2
8.64198,74,7
26.3158,70,25
28.5714,70,28
90.625,6,58
5.37634,88,5
16.6667,55,11
46.5517,31,27
69.4118,26,59
26.25,59,21
70.2128,14,33
57.971,58,80
7.89474,35,3
56.25,35,45
43.2099,46,35
20.7547,42,11
11.4943,154,20
11.5789,84,11
20.3704,86,22
52.0548,35,38
57.6923,33,45
23.7113,74,23
77.5862,26,90
66.6667,15,30
87.5,16,112
62.069,22,36
79.6296,11,43
90.1408,7,64
50.8621,57,59
47.8261,36,33
67.1642,22,45
26.6667,55,20
57.377,26,35
92.1053,3,35
11.3208,47,6
27.907,62,24
6.81818,82,6
36.0465,55,31
35.3448,75,41
75.3247,19,58
12.5,28,4
97.4359,2,76
4.34783,44,2
47.8632,61,56
39.5062,49,32
69.8413,19,44
41.3043,27,19
27.3973,53,20
53.4884,40,46
43.8462,73,57
95.5882,3,65
97.3684,2,74
83.3333,15,75
33.3333,100,50
100,0,90
73.0159,17,46
15.748,107,20
63.9344,22,39
2.20264,222,5
41.791,39,28
76.4045,21,68
7.92079,93,8
78.2051,17,61
13.7255,44,7
50.3448,72,73
68.1818,14,30
12.3077,57,8
49.1936,63,61
0,215,0
9.88372,155,17
29.703,71,30
14.359,167,28
2.63158,74,2
2.72727,107,3
56.338,31,40
73.5294,18,50
75.641,19,59
69.5122,25,57
46.1538,42,36
14.2857,204,34
10.084,107,12
38.3721,53,33
20.5882,81,21
26.9841,46,17
32.3077,44,21
26.6667,44,16
27.8261,83,32
46.4646,106,92
17.0213,78,16
80.5556,7,29
5.74713,164,10
26.7857,41,15
2.94118,99,3
9.58904,66,7
9.01639,111,11
8.47458,54,5
5.55556,85,5
9.82143,101,11
20,84,21
44.086,52,41
63.3333,22,38
12.987,67,10
17.1429,58,12
75.7143,17,53
37.3333,47,28
29,71,29
47.8261,24,22
57.0093,138,183
48.0519,40,37
29.4118,48,20
40,36,24
8.54701,107,10
95.082,3,58
10.7527,166,20
2.77778,70,2
16.1572,192,37
37.6471,53,32
96.2025,3,76
70.9302,25,61
37.5,40,24
51.5464,47,50
5.16796,367,20
14.5299,100,17
57.9545,37,51
13.3333,65,10
63.3803,26,45
49.3333,38,37
25,42,14
26.5306,36,13
52.8846,98,110
92.6829,3,38
42.5743,58,43
43.8596,32,25
23.5294,78,24
24.6753,58,19
85.3801,50,292
37.234,59,35
79.3103,36,138
85.7143,8,48
42.8571,52,39
55.5556,28,35
69.2308,32,72
23.2323,76,23
46.2963,29,25
81.8182,14,63
9.44882,115,12
2.96296,131,4
28.2353,61,24
14.7541,52,9
29.4118,72,30
83.8983,19,99
17.7419,51,11
10.5263,51,6
61.4035,22,35
37.6712,91,55
9.23077,59,6
65.7895,26,50
91.6667,4,44
67.8571,18,38
66.6667,22,44
100,0,119
38.8889,44,28
54.6296,49,59
3.84615,375,15
49.0566,27,26
27.5862,42,16
21.0526,45,12
83.3333,28,140
20.4819,66,17
34.4262,40,21
43.5484,35,27
14.7727,75,13
63.7931,42,74
41.1168,116,81
24.5283,80,26
73.2824,35,96
51.8072,40,43
68.6747,26,57
79.2,26,99
13.2353,59,9
60.4938,32,49
20.9677,49,13
58.209,28,39
26.9841,92,34
72.619,23,61
9.72222,65,7
52.7273,52,58
68.6274,16,35
40.6061,98,67
90.411,7,66
20.5479,58,15
56.6265,36,47
3.40909,170,6
45.3488,47,39
47.3684,30,27
36.2637,58,33
93.2039,7,96
59.1667,49,71
84.0909,7,37
0,77,0
64.3836,26,47
11.6279,38,5
47.541,32,29
79.2453,22,84
36.4407,75,43
11.7886,217,29
39.0625,78,50
19.1781,59,14
2.08333,94,2
27.1605,59,22
15,51,9
17.9104,55,12
49.1525,30,29
5.26316,288,16
59.6774,50,74
66,17,33
36.4706,54,31
80.4348,18,74
10.4,112,13
67.3469,32,66
26.1905,62,22
2.66667,73,2
38.4615,64,40
58.3333,50,70
70.1149,26,61
79.5918,10,39
82.2581,11,51
78.9474,12,45
52.4904,124,137
59.4203,28,41
3.7037,52,2
95.5556,4,86
59.375,26,38
41.0256,92,64
34.1772,52,27
9.57854,236,25
35.3982,73,40
80,10,40
52.6316,36,40
51.9231,25,27
64.1509,38,68
88.2353,10,75
42.8571,44,33
40.6977,51,35
1.67598,176,3
61.4286,27,43
88.3333,7,53
30.8824,47,21
2.7027,144,4
26.1538,48,17
48.8636,45,43
71.2329,21,52
62.8571,26,44
47.0588,27,24
34.9398,54,29
76.8362,41,136
5.52995,205,12
67.2,41,84
7.84314,94,8
28.3582,48,19
16.3636,46,9
0,157,0
71.8182,31,79
18.4397,115,26
46.25,43,37
4.28571,67,3
60.9195,34,53
5.77508,310,19
34.9206,123,66
58,21,29
75.9124,33,104
40,39,26
2.5641,114,3
50,35,35
64.4068,42,76
80.7692,10,42
48.2759,30,28
21.7949,61,17
92.6829,6,76
88.764,10,79
15.6757,156,29
81.8182,22,99
57.6923,44,60
83.871,5,26
71.7647,24,61
52.809,42,47
11.6071,99,13
0.591716,336,2
53.8462,24,28
9.28571,127,13
81.5385,12,53
27.1429,102,38
44.5545,56,45
4.34783,66,3
12.8571,122,18
31.7647,116,54
9.03226,141,14
0,176,0
48.2014,72,67
42.3077,45,33
42.2222,26,19
100,0,170
79.7619,34,134
93.3333,3,42
20.202,79,20
2.10526,93,2
41.2935,118,83
14.9254,57,10
17.5824,75,16
38.5787,121,76
48.9796,25,24
4.5977,83,4
20.7317,65,17
5.94595,174,11
0,117,0
46.875,51,45
10.1124,80,9
43.4783,65,50
42.9688,73,55
8.26446,111,10
70.5882,15,36
96.2963,2,52
100,0,130
24,114,36
84.4156,12,65
16.0305,110,21
0,164,0
20.8955,53,14
79.8387,25,99
96.9072,3,94
60,30,45
4.12371,93,4
51.9231,50,54
18.1818,72,16
70,21,49
73.4043,25,69
38,62,38
17.2414,96,20
0,67,0
10.7143,75,9
6.66667,56,4
20.2703,59,15
93.5484,4,58
36.1111,69,39
24.4444,68,22
63.7931,21,37
96.5517,2,56
28.3465,91,36
0,376,0
0,102,0
46.2963,58,50
54.6667,34,41
44.9275,38,31
8.60215,85,8
50,51,51
10.9375,57,7
69.5652,21,48
67.9012,26,55
48.2456,59,55
89.2857,6,50
38.0645,96,59
34.6939,96,51
79.6875,26,102
44.0559,80,63
39.5833,58,38
27.673,115,44
66.2791,29,57
41.4634,48,34
35.2381,68,37
6.66667,42,3
14.2857,48,8
67.9245,17,36
70.4545,13,31
67.8161,28,59
13.5135,96,15
47.0588,36,32
62.8319,42,71
36.25,51,29
52.5,38,42
8.79121,83,8
62.1622,14,23
37.9518,103,63
10.2041,88,10
83.0189,9,44
1.65289,119,2
52.9412,32,36
25,66,22
20.7547,84,22
5.47945,69,4
25,39,13
62.3377,29,48
50,45,45
7.75194,119,10
38.0952,39,24
2.32558,84,2
7.57576,61,5
91.8605,7,79
70,39,91
18.9815,175,41
86.3636,6,38
18,41,9
92.5926,4,50
73.6364,29,81
7.46269,62,5
70.2703,11,26
83.3333,11,55
62.406,50,83
4.16667,46,2
85.9873,22,135
19.469,91,22
26.3889,53,19
43.4211,43,33
65.3061,17,32
52.5547,65,72
41.5584,45,32
58.7786,54,77
37.037,68,40
10.2273,79,9
51.4286,17,18
24.7191,67,22
11.5385,92,12
100,0,98
3.2967,88,3
75.5556,22,68
17.3469,81,17
43.0769,37,28
87.7193,7,50
54.2373,27,32
11.4286,62,8
96.6667,2,58
97.8378,4,181
2.94118,66,2
1.94175,101,2
77.2727,10,34
3.44828,56,2
37.9845,80,49
7.40741,100,8
72.1053,53,137
78.1609,19,68
84.5361,15,82
16,105,20
41.573,52,37
32,51,24
3.94737,219,9
55.8824,75,95
7.69231,36,3
20.155,103,26
84.375,5,27
5.17241,55,3
7.63889,133,11
69.2308,24,54
62.8099,45,76
35.8209,43,24
59.8361,49,73
89.2216,18,149
66.9492,39,79
52.2222,43,47
66.055,37,72
21.0744,191,51
8.10811,68,6
2.27273,86,2
46.9231,69,61
2.12766,230,5
33.1034,97,48
63.6364,36,63
40.678,35,24
60,22,33
74,52,148
56.6845,81,106
37.3494,52,31
8.33333,99,9
12.7273,48,7
91.7647,7,78
3.84615,125,5
63.0435,17,29
25.9259,60,21
25,75,25
45.5696,43,36
38.7097,38,24
97.2376,5,176
51.145,64,67
58.7156,45,64
63.4146,15,26
92.4731,7,86
11.4286,31,4
